x;y;z;width;alpha
350.08487353131915;67.18217676845858;0;20;60
108.92765884229726;138.1826372797136;0;20;60
74.58371114364229;32.82415494645214;0;20;60
266.7870406374815;176.01358279799467;0;20;60
13.526145209263873;224.84302000858736;0;20;60
306.9914363216408;225.5739961697243;0;20;60
986.5240659405879;97.16351702644671;0;20;60
532.7108162910412;229.54683244285073;0;20;60
613.3906541310213;168.50719735496736;0;20;60
191.35301293817892;5.810095538028498;0;20;60
818.4470446221826;154.35502588988976;0;20;60
736.5881486356802;72.62612031126085;0;20;60
424.9931276187216;34.81419997793931;0;20;60
430.7753527157006;11.614522334234085;0;20;60
118.5856103868189;222.1105977791966;0;20;60
893.7556644109156;226.6683289581658;0;20;60
222.37489731799852;138.65078771719047;0;20;60
551.4010690452658;122.86575394529957;0;20;60
941.7699394217763;143.22460926241942;0;20;60
672.1708578937004;209.15821008867377;0;20;60
186.84084519203373;53.45182750450987;0;20;60
829.0357670543166;11.119389664119588;0;20;60
299.806561956225;99.66991453118567;0;20;60
76.00330490132649;110.4431431377456;0;20;60
36.344621148924;106.18703817812754;0;20;60
663.0890465827215;180.9571625120609;0;20;60
945.8699606647325;16.909795966187577;0;20;60
452.57261299863444;67.71404051687881;0;20;60
538.3690843591037;187.24104441738476;0;20;60
53.60635640559523;69.46221964041189;0;20;60
740.0134494043765;10.41119981254023;0;20;60
383.527516280314;18.117125590818347;0;20;60
886.3629334317287;189.9586337302413;0;20;60
729.1373534013668;106.57529201032911;0;20;60
883.9903077769346;136.18307114298423;0;20;60
260.47103436770504;40.37153531903783;0;20;60
572.1599502172992;123.05441586143841;0;20;60
480.53324297540127;228.16792168328791;0;20;60
77.62584253022146;174.38960764469513;0;20;60
618.0024873064397;191.89936368204224;0;20;60
561.2765897376357;60.437294018088444;0;20;60
546.9974022595586;40.792695096710865;0;20;60
582.6229107965135;206.17183812362904;0;20;60
947.0987720740698;206.88989641509647;0;20;60
351.930335419565;6.858949502988596;0;20;60
348.1356081747642;164.4797945795922;0;20;60
650.660619662709;76.94809353640623;0;20;60
139.2090044766109;141.0870611627719;0;20;60
643.9167291366847;165.83901746711675;0;20;60
625.0823508918145;23.94466719120239;0;20;60
977.199847941194;118.44079968244908;0;20;60
582.6639916322556;185.0151159808405;0;20;60
863.9941439980039;22.04745622059573;0;20;60
847.4681288227646;210.72090241942357;0;20;60
526.2129450025363;137.23034319245403;0;20;60
689.9769157242341;101.2967266173768;0;20;60
386.0585021818072;124.35970316041372;0;20;60
710.6079551249537;209.23336893182903;0;20;60
340.38122616517086;221.71906820246502;0;20;60
294.8863233662912;162.0228572847311;0;20;60
666.719410376456;105.18495029539383;0;20;60
168.44141606527566;137.83718317507527;0;20;60
475.646493172094;21.546741551099707;0;20;60
895.616486248992;18.885425039722286;0;20;60
934.2276821201978;117.01278620099424;0;20;60
807.9916979395293;124.01820927428115;0;20;60
366.0884086450245;137.58679984443847;0;20;60
200.84548614993318;187.66309202359741;0;20;60
977.2463082585128;232.00020460199477;0;20;60
272.30025413654084;212.85860605376425;0;20;60
577.9141433138489;23.585216315338894;0;20;60
941.4474132428285;225.37742829202767;0;20;60
366.3142112719096;211.5493727275343;0;20;60
645.206406359949;112.76459810499033;0;20;60
117.1336580993951;101.27085428009836;0;20;60
42.91073225734027;0.6793304701480015;0;20;60
395.57649820511443;1.5983027775549843;0;20;60
