x;y;z;width;alpha
393.44418001431967;90.59053582944989;0;20;60
305.9134586573858;30.866820892584652;0;20;60
413.4226309087067;123.78122887622982;0;20;60
282.5190759929957;52.998705630315776;0;20;60
354.17349495391966;185.02098346532307;0;20;60
638.8449157451615;145.93224311787048;0;20;60
139.29842199768706;55.70081138476189;0;20;60
1009.9463019016468;225.55549543774836;0;20;60
399.92412982092293;207.37559127308097;0;20;60
86.72712798419478;189.02024855635233;0;20;60
950.1140188074324;174.45348650378273;0;20;60
874.747156438094;26.990959200869504;0;20;60
25.858322478879305;20.114927968926924;0;20;60
461.0055306838999;167.866672532669;0;20;60
795.9882128194665;227.5402802503831;0;20;60
305.88548733058394;60.12257423100491;0;20;60
595.8141304821335;105.72727326925576;0;20;60
797.2119040083732;17.62603441759768;0;20;60
179.32291645657725;90.89946925661289;0;20;60
363.68390142405525;142.6852664324918;0;20;60
865.7229272646531;61.77032343005153;0;20;60
631.7985928966548;215.63577378814568;0;20;60
938.4280264366791;148.54357588731753;0;20;60
126.5924472909708;0.1885157659202313;0;20;60
583.9219481288337;78.7818678416162;0;20;60
103.66488513561518;72.8883268201002;0;20;60
660.411841128334;11.982396320032846;0;20;60
484.2499869075885;224.27388666189955;0;20;60
998.9838358347234;138.97035833157597;0;20;60
19.541202287636423;182.35506927606542;0;20;60
365.3094226676006;99.31401190311182;0;20;60
703.7646588507317;51.89197831622939;0;20;60
668.4968570802293;63.652155062460544;0;20;60
141.29114979930625;171.63959296170796;0;20;60
280.4667582219864;0.11540332434325039;0;20;60
8.294550850107782;159.32377447754655;0;20;60
123.60708527815704;152.31110692622573;0;20;60
419.78041686628416;4.043126969310429;0;20;60
894.2422274324356;204.41114641132998;0;20;60
990.2913724130516;67.31156447590557;0;20;60
910.2140071206647;71.34571283952533;0;20;60
228.17409790643438;180.00742753352478;0;20;60
396.4656983298314;32.72178035827332;0;20;60
657.1318907362419;177.97222197489677;0;20;60
534.5020495479539;113.60077081194144;0;20;60
999.4247350966458;106.48810752258333;0;20;60
410.41892198439234;61.078541350658725;0;20;60
224.410788690927;22.141408666646566;0;20;60
431.09864469517754;135.26146904552044;0;20;60
58.40032086160939;27.7275854914834;0;20;60
300.9112390787187;119.02270544417051;0;20;60
448.472708509606;108.86931649025944;0;20;60
487.5221008884753;174.8227822355437;0;20;60
804.6656513516673;44.81776087315062;0;20;60
786.0461133181493;148.8886251203017;0;20;60
190.19013069679232;46.540367310721884;0;20;60
826.5758142034923;118.05778785087992;0;20;60
358.38852812639516;74.37487297776761;0;20;60
548.5950503663977;186.79627814536383;0;20;60
867.2892560981886;168.9529606557121;0;20;60
184.11628065732825;0.6200228254603639;0;20;60
735.5509544240228;183.89519373487897;0;20;60
980.8467857095671;40.536055309742004;0;20;60
843.3775008065073;22.49269023915021;0;20;60
273.610675981475;90.21972993412575;0;20;60
877.6434578291392;3.661865439246364;0;20;60
172.40996150121276;166.6902636946767;0;20;60
624.3389042502915;170.01633121975013;0;20;60
693.0025627430432;107.50872135395024;0;20;60
711.2941057071728;188.1273186809408;0;20;60
443.0135302040719;171.7336588537965;0;20;60
743.3730624473225;147.08658604785663;0;20;60
425.1626343311239;101.61439056735114;0;20;60
521.8063160074186;21.155965961206373;0;20;60
656.3993680530225;209.6701799316341;0;20;60
603.3545544501648;34.44150831165063;0;20;60
109.89845950839874;36.759750948148024;0;20;60
12.537017932822552;211.56225787288253;0;20;60
913.8348544038728;1.091300611384328;0;20;60
825.568373241373;195.56833615141164;0;20;60
1006.1100490963804;45.943132700864545;0;20;60
697.805322450618;162.9272962780554;0;20;60
890.3652452559269;89.544045382405;0;20;60
485.6608073152529;151.9579935836146;0;20;60
79.74165844518444;222.91422658665329;0;20;60
878.6637825013105;213.46042560334143;0;20;60
183.63100076647675;20.96500467870024;0;20;60
950.5421880786542;124.55409705899436;0;20;60
283.3792350576811;35.03790321317863;0;20;60
906.317280739997;111.04119775090248;0;20;60
261.9564430795004;59.37616705379906;0;20;60
290.960375896156;211.75400805595814;0;20;60
329.3711945091968;227.16423379009268;0;20;60
979.4176397054879;159.64343228663944;0;20;60
210.01235400361085;79.28834793911426;0;20;60
804.9861698411273;150.97960886504893;0;20;60
207.59449563487624;105.40436468687928;0;20;60
10.526095680443868;112.65712664569436;0;20;60
602.3952146178874;177.1737658450079;0;20;60
180.73228304667137;185.42676367245926;0;20;60
468.7333292267432;33.13063110426321;0;20;60
53.30327705143635;112.9701823769226;0;20;60
