x;y;z;width;alpha
972.9186886169953;51.98504633789318;0;20;60
625.3573724943734;105.58451854045101;0;20;60
403.1346725227784;188.18187011867585;0;20;60
370.5585656151282;124.97656764453784;0;20;60
808.4970566624467;227.1620590024277;0;20;60
544.8911390288872;66.3036085187542;0;20;60
274.84305551695206;136.15015994386587;0;20;60
557.4426071816877;35.709109778797604;0;20;60
309.4009633642954;61.79906456077027;0;20;60
52.722860051165746;179.29084506758244;0;20;60
354.02601958909855;33.29205227010584;0;20;60
923.076140868979;11.462676100702136;0;20;60
186.54566060241066;87.0805920631744;0;20;60
929.409502606831;220.5389730328786;0;20;60
810.0858661500475;81.47226679757725;0;20;60
889.7783542358443;157.0276628496731;0;20;60
383.96145550273616;31.313668154114;0;20;60
124.34857788346685;71.5516980999019;0;20;60
521.2563615808928;188.21121986879112;0;20;60
488.6047718792831;55.43941288475324;0;20;60
719.1628356022993;91.99169822470786;0;20;60
947.5969710979456;116.39388994379813;0;20;60
428.3941007395752;182.67971137479466;0;20;60
798.7833718057935;191.3240937916003;0;20;60
744.1596882297648;221.52733423291252;0;20;60
437.987440556643;155.5320282556679;0;20;60
143.32886968284242;13.129803092882938;0;20;60
955.572243850414;201.3572562107066;0;20;60
375.3106212784444;213.18174970933646;0;20;60
331.62369869655305;188.45314305797842;0;20;60
1004.2470737896051;74.16002420569917;0;20;60
409.50439648685887;22.963529045023947;0;20;60
330.6558965951722;85.08751418957081;0;20;60
151.29277384265018;98.59394807247479;0;20;60
888.1740333051655;45.45205418547196;0;20;60
454.1655187158205;146.74787092220834;0;20;60
641.651204316731;141.4874618004027;0;20;60
393.80209719749246;103.59543374702272;0;20;60
186.61983638687695;181.61179904180932;0;20;60
434.7921618608036;45.52508406680643;0;20;60
803.6035668922317;105.97970858270058;0;20;60
555.8628552043083;92.43525043986268;0;20;60
662.1446942279938;76.99968039967398;0;20;60
698.5973126830331;200.40331245149312;0;20;60
570.8213287134428;153.91097111935173;0;20;60
372.9521129658327;144.0843190476331;0;20;60
860.1722542519616;51.6188853704238;0;20;60
593.772637201199;107.0312512475203;0;20;60
17.319513188182302;107.75215337883384;0;20;60
105.82592556528787;177.8005651415301;0;20;60
206.00068991153051;199.29869116347382;0;20;60
196.99377617424648;57.76941664887505;0;20;60
649.5149344079442;43.500627270806675;0;20;60
935.0279360024466;199.51650712709412;0;20;60
265.2820279252416;108.86310783472612;0;20;60
641.7625373928355;117.7128264758759;0;20;60
950.6000585279968;5.106060804638489;0;20;60
700.8846300291359;175.06858494386935;0;20;60
984.6865946552734;155.12697143765797;0;20;60
956.8660173166552;34.93708002848858;0;20;60
334.15102257919006;163.099912535737;0;20;60
42.51370609079906;201.23472318916183;0;20;60
469.0164404662107;183.1932102987508;0;20;60
279.61908140284555;155.86930350389486;0;20;60
121.17233008127832;8.75031947893103;0;20;60
669.7992497263191;2.473483217247861;0;20;60
47.82663967456559;47.89977844815876;0;20;60
734.148880083242;16.04072296126601;0;20;60
478.1441378813523;23.859276127061726;0;20;60
147.8777098458393;62.84359237318683;0;20;60
60.88814487679578;140.64080539323294;0;20;60
802.3095952622983;14.3345777715823;0;20;60
888.3721498237156;200.20122618911645;0;20;60
689.0480943304323;82.54300022815725;0;20;60
451.4222535389714;123.49383192972931;0;20;60
1004.0519587712639;208.48743135368227;0;20;60
357.9266488909837;171.47914139950024;0;20;60
131.6288159698589;209.76053966314996;0;20;60
367.68188562015536;46.21177852473093;0;20;60
9.234348187134536;46.324283834487034;0;20;60
398.67616220519886;135.13489273870803;0;20;60
84.69707218660584;201.65453539043665;0;20;60
592.4052015729358;143.6444976379075;0;20;60
736.9089167598227;178.21937590255004;0;20;60
617.9427703014984;175.4284362936987;0;20;60
536.2353209919132;175.19781421476952;0;20;60
905.7446937606123;81.7329115589842;0;20;60
405.9866382612916;51.40911049195182;0;20;60
670.7280196698425;101.60049344194962;0;20;60
936.8790035222263;60.39264724394043;0;20;60
408.90850923815793;117.45056284477427;0;20;60
632.2595141635595;230.29653429424536;0;20;60
154.49993603155647;212.83751664916892;0;20;60
484.026459054313;174.1428027117058;0;20;60
860.8914604215925;178.35551324504158;0;20;60
171.5283134518643;157.98600956755018;0;20;60
167.8741565105608;21.50893585434933;0;20;60
717.7994605976899;193.65094796153812;0;20;60
122.22947265220009;143.73198644954712;0;20;60
826.1912530959203;97.85674646216393;0;20;60
80.78624213331004;7.850632055657729;0;20;60
543.2448265383161;203.22717661293257;0;20;60
76.87798448028175;154.3502211446507;0;20;60
705.4297041508406;108.32420768389413;0;20;60
718.4058720159422;59.989976306307135;0;20;60
986.6854825603733;215.23597862577603;0;20;60
782.5299371429574;230.84914087476082;0;20;60
669.517101830576;130.47729315230438;0;20;60
547.8574651653776;114.77125543536701;0;20;60
739.3252539519652;146.22615100119987;0;20;60
98.5955730393579;137.19983945182784;0;20;60
527.9291710440865;215.81905713567963;0;20;60
224.99200121867878;156.34374404312092;0;20;60
341.0457617614435;219.99697266888717;0;20;60
667.1033346676005;214.75168119097512;0;20;60
142.33202715603926;130.76957065964717;0;20;60
482.0431586917005;204.64725862014953;0;20;60
626.2942216017448;2.6980474762872952;0;20;60
190.35959436122894;22.861335340533824;0;20;60
844.5222436363564;143.85358574991193;0;20;60
164.90692642806786;194.5260266913265;0;20;60
300.9472128429167;212.85158829789242;0;20;60
664.3207617442976;154.7224475673105;0;20;60
191.0999274363031;123.16593603688875;0;20;60
296.5629451217283;20.751621281285725;0;20;60
393.53587921963964;155.75029271606715;0;20;60
598.2689501435009;77.65157146305923;0;20;60
895.181579883633;174.38332193917458;0;20;60
587.6333176673237;187.270688641448;0;20;60
838.5606218247822;231.18262217407866;0;20;60
213.05757595897364;232.08460687405108;0;20;60
163.18440551176903;0.2824799704750855;0;20;60
140.6461651649234;179.01287032420186;0;20;60
702.3178364580809;145.6786356106507;0;20;60
710.3838190164271;32.58753082200954;0;20;60
44.61665699542843;111.78175504099477;0;20;60
226.75259115208127;106.8461794273856;0;20;60
825.530716472993;29.952727535026053;0;20;60
110.34287421726279;208.36117676897143;0;20;60
429.19661812841264;224.67584029279493;0;20;60
438.29162211667943;16.33514425504189;0;20;60
827.8336375540514;208.25804548066273;0;20;60
300.59082289927477;165.72843390492775;0;20;60
846.3238043096522;67.48348527923926;0;20;60
964.7875272058172;161.38982505358823;0;20;60
52.2477021577581;24.941681998952312;0;20;60
824.6014919035351;49.65523063974424;0;20;60
823.9814964336841;154.84297781611264;0;20;60
865.1704491282803;209.30841106254917;0;20;60
95.16317583139397;220.9866484353965;0;20;60
278.81712600287995;195.4816377453504;0;20;60
538.9386836873606;40.331182642018206;0;20;60
206.92395422571528;84.54478064482635;0;20;60
170.71610122750863;56.10179101303318;0;20;60
576.1655011055609;221.21982125068317;0;20;60
965.5965859507648;130.682746646031;0;20;60
530.7371743328033;123.67496885599631;0;20;60
265.99069761629005;214.1456190840144;0;20;60
1006.035242384653;137.05684547843128;0;20;60
783.9523919599711;29.071356764204122;0;20;60
31.35748966163855;165.5430357429153;0;20;60
698.9810041446104;2.9567924608947416;0;20;60
265.3602581686221;90.72926575114198;0;20;60
651.2898487615896;201.36590366888257;0;20;60
132.909367742577;113.42716546103033;0;20;60
395.6572647552357;86.26431909678618;0;20;60
914.4437171173927;141.06371325265428;0;20;60
1008.6493307370126;176.38786916176576;0;20;60
861.7886899423953;7.88372884687807;0;20;60
867.102055265673;142.97084675142042;0;20;60
416.4565222715025;73.73605936970806;0;20;60
222.79457548782858;36.733116250842485;0;20;60
124.14189208082621;229.4754941466234;0;20;60
63.91037660582999;215.1535313444458;0;20;60
889.3374341239462;222.64428127157004;0;20;60
335.24518420422464;124.37051243139939;0;20;60
950.2869614827152;92.4740888386418;0;20;60
456.25580354969253;23.24613776933505;0;20;60
926.0719713987562;104.05052779819601;0;20;60
19.27080392166709;229.89212977353512;0;20;60
75.95596824462316;230.0882923185912;0;20;60
909.9455009587494;205.6224627284712;0;20;60
356.2515971737919;101.23405929699847;0;20;60
62.567445408364264;2.6308085595215833;0;20;60
103.0639669992527;14.479605236367629;0;20;60
880.4884577309062;108.87433830349607;0;20;60
421.568604767169;100.23193540246643;0;20;60
739.4476828042373;88.77816761470291;0;20;60
111.25588872435026;56.538710508006666;0;20;60
791.7037912596273;157.83276931998208;0;20;60
99.67080278185462;94.14459569329823;0;20;60
